process_id,process_material,process_reactanta,process_reactantb,process_reactantc,process_reactantd,reference_doi,paper_id,paper_title,extracted_info
2146,AlPxOy,AlMe3,PO(OMe)3 plasma,O2 plasma,,10.1021/cm503587w,R732782,Atomic Layer Deposition of Aluminum Phosphate Based on the Plasma Polymerization of Trimethyl Phosphate,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, PO(OMe)3 plasma, O2 plasma""
        ],
        ""temperature_range"": ""50°C to 320°C"",
        ""pressure_range"": ""10^-6 mbar""
    },
    ""film_properties"": {
        ""material"": ""AlPxOy"",
        ""thickness_control"": ""In-situ ellipsometry"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""18.5 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""1.52 at 589 nm""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Observed at high temperatures (>300°C)"",
        ""nucleation_behavior"": ""No nucleation delays observed"",
        ""growth_per_cycle"": ""3.7 Å/cycle at 320°C""
    },
    ""safety"": ""-"",
    ""stability"": ""Films stable in ambient atmosphere"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""Plasma polymerization"": ""Observed at low temperatures, inhibited at high temperatures"",
        ""Film composition"": ""Amorphous aluminium pyrophosphate (Al4P6O21), crystallizable to triclinic AlPO4 tridymite"",
        ""In-situ characterization"": ""Spectroscopic ellipsometry, optical emission spectroscopy, mass spectrometry, FTIR"",
        ""Deposition system"": ""Home-built pump-type ALD reactor with inductively coupled plasma"",
        ""Reaction mechanism"": ""TMP plasma polymerization followed by O2 plasma and TMA exposure""
    }
}"
2198,PbSexTey,Pb(thd)2,Se(SiEt3)2,Te(SiEt3)2,,10.1149/2.014406jss,R732785,Atomic Layer Deposition of Nanolaminate Structures of Alternating PbTe and PbSe Thermoelectric Films,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Pb(thd)2, Se(SiEt3)2, Te(SiEt3)2""
        ],
        ""temperature_range"": ""170°C to 210°C"",
        ""pressure_range"": ""40 mTorr""
    },
    ""film_properties"": {
        ""material"": ""PbSexTey"",
        ""thickness_control"": ""ALD growth rate of 0.25 Å/cycle"",
        ""uniformity"": ""Good overall coverage at optimal temperature range"",
        ""conformality"": ""Conformal films onto complex structures"",
        ""film_thickness"": ""Varied with number of cycles; examples include 700 cycles, 3000 cycles, 4000 cycles"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""Considerable surface texture roughness due to Volmer-Weber island growth mode"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""ALD is a self-limiting surface saturating atomic layer reaction"",
        ""nucleation_behavior"": ""Volmer-Weber island growth mode observed"",
        ""growth_per_cycle"": ""0.25 Å/cycle""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""Reproducible and well-defined nanolaminate structures"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Potential for thermoelectric applications with improved ZT"",
    ""extra_properties"": {
        ""Carrier gas"": ""20 sccm N2"",
        ""Crystal structure"": ""Face-centered cubic (FCC)"",
        ""Growth direction"": ""Predominantly along the cubic (200) crystallographic orientation"",
        ""Lattice parameter (PbTe)"": ""6.440 Å"",
        ""Lattice parameter (PbSe)"": ""6.126 Å"",
        ""Elemental distribution"": ""Uniform through the whole cross-section""
    }
}"
2253,ZnOxBy,ZnEt2,H2O,B(OiPr)3,,10.1039/C4TC02707H,R732789,Atomic layer deposition of B-doped ZnO using triisopropyl borate as the boron precursor and comparison with Al-doped ZnO,"{
    ""process_parameters"": {
        ""reactants"": [
            ""ZnEt2, H2O, B(OiPr)3""
        ],
        ""temperature_range"": ""150-240 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""ZnOxBy"",
        ""thickness_control"": ""Spectroscopic ellipsometry (SE) was used to measure the film thickness."",
        ""uniformity"": ""Highly uniform films with precise growth control."",
        ""conformality"": ""Highly conformal films."",
        ""film_thickness"": ""45 ± 5 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""Approximately 2.0""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Yes, ALD operates via self-limiting surface reactions in cycles."",
        ""nucleation_behavior"": ""No nucleation delays or etching observed; TIB pulse led to inhibition in subsequent ZnO film growth."",
        ""growth_per_cycle"": ""0.61 nm per supercycle""
    },
    ""safety"": ""TIB is a safer alternative precursor to highly toxic diborane (B2H6)."",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""TIB and DMAI molecules, which contain OiPr ligands, are large compared to TMA, resulting in lower surface density of the doping element and hence better doping efficiency."",
    ""device_performance"": ""Low resistivity of 3.5 mΩ cm achieved for ZnO:B films."",
    ""extra_properties"": {
        ""doping_fraction"": ""Varied by the ratio of ZnO and dopant ALD cycles."",
        ""carrier_concentration"": ""Maximum of 3.1 × 10^20 cm^-3 for a DF of 0.034"",
        ""electron_mobility"": ""Maximum mobility value for ZnO:B films was 11.4 cm^2 V^-1 s^-1""
    }
}"
869,MoO3,Mo(NtBu)2(NMe2)2,O2 plasma,,,10.1007/s00339-015-9280-3,R732792,Plasma-enhanced atomic-layer-deposited MoO x emitters for silicon heterojunction solar cells,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Mo(NtBu)2(NMe2)2, O2 plasma""
        ],
        ""temperature_range"": ""Below 200°C"",
        ""pressure_range"": ""0.7 mPa to 16.0 Pa""
    },
    ""film_properties"": {
        ""material"": ""MoO3"",
        ""thickness_control"": ""Measured by spectral ellipsometry using a Tauc-Lorentz model combined with a Gauss oscillator"",
        ""uniformity"": ""-"",
        ""conformality"": ""Ideal for very thin (<10 nm), conformal oxides on structured silicon surfaces"",
        ""film_thickness"": ""10 nm and 20 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""Varies with plasma step duration; 1.6 to 2.6"",
    ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""0.065 ± 0.008 nm"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""Varies with plasma step duration; 1.6 to 2.6""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""0.065 ± 0.008 nm""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Efficiencies above 10% in SHJ solar cells"",
    ""extra_properties"": {
        ""plasma_power"": ""300 W"",
        ""plasma_duration"": ""1 s and 2 s"",
        ""XPS_analysis"": ""Mo 3d doublet peaks at 232.5 and 235.6 eV, O 1s peak at 530.3 eV and 531.3-531.8 eV"",
        ""optical_loss"": ""Parasitic absorption and shadowing of ITO"",
        ""VOC"": ""Above 610 mV up to 650 mV for 2 s O2 plasma, below 580 mV for 1 s O2 plasma"",
        ""fill_factor"": ""Varies with oxide thickness and plasma step"",
        ""efficiency"": ""Up to 10.6% for 2 s O2 plasma, 10.4% for 2 s O2 & Ar plasma, 7.3% for 1 s O2 plasma""
    }
}"
803,MoS2,MoCl5,H2S,,,10.1038/srep18754,R732796,Self-Limiting Layer Synthesis of Transition Metal Dichalcogenides,"{
    ""process_parameters"": {
        ""reactants"": [
            ""MoCl5, H2S""
        ],
        ""temperature_range"": ""500-900 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""MoS2"",
        ""thickness_control"": ""Growth temperature determines the number of layers"",
        ""uniformity"": ""Wafer-scale (~10 cm) layer-number uniformity of more than 90%"",
        ""conformality"": ""-"",
        ""film_thickness"": ""2 nm at 500 °C, 1.4 nm at 700 °C, 0.8 nm at 900 °C"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Yes, due to the chemically inactive nature of the 2D MoS2 surface"",
        ""nucleation_behavior"": ""Initial layer forms on SiO2 surface, further growth is hindered by the lack of adsorption sites on MoS2 surface"",
        ""growth_per_cycle"": ""-""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""High on/off ratio of 108 in a top-gated field-effect transistor"",
    ""extra_properties"": {
        ""PL signal"": ""Strong PL signal at 1.89 eV for 1L MoS2, weakens with increasing layers"",
        ""Raman peak distances"": ""20.2 cm-1 for 1L, 21.1 cm-1 for 2L, 23.3 cm-1 for 3L"",
        ""FET performance"": ""Field effect electron mobility of 0.2 cm2/Vs, subthreshold swing of ~0.36 V/dec"",
        ""PN diode performance"": ""Forward/reverse current ratio of ~80 at Vg = -60 V, photovoltaic effect with photoresponsivity of 33 mA/W""
    }
}"
2374,MoS2,Mo(thd)3,H2S,,,10.1002/admi.201700123,R732799,Atomic Layer Deposition of Crystalline MoS<sub>2</sub> Thin Films: New Molybdenum Precursor for Low‐Temperature Film Growth,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Mo(thd)3, H2S""
        ],
        ""temperature_range"": ""250-400 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""MoS2"",
        ""thickness_control"": ""Linear thickness control with growth rate of 0.025 Å/cycle at 300 °C"",
        ""uniformity"": ""Excellent thickness uniformity across ~5 cm² substrate"",
        ""conformality"": ""-"",
        ""film_thickness"": ""Varies with cycles; e.g., ~1 nm for 500 cycles, ~5 nm for 2000 cycles"",
        ""film_density"": ""Assumed bulk density of 5.06 g/cm³"",
        ""surface_roughness"": ""Varies with cycles; e.g., 2.2 nm for 2000 cycles on Si"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Self-limiting growth with saturation of growth rate"",
        ""nucleation_behavior"": ""Nucleation delay observed, island growth mode"",
        ""growth_per_cycle"": ""0.025 Å/cycle at 300 °C""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""Crystallinity"": ""Good crystallinity with (002) XRD peak observed; improvement with increasing cycles"",
        ""Composition"": ""MoS2 with some surface oxidation (MoO3), S/Mo ratio of 1.7"",
        ""Wettability"": ""Water contact angle increases with thickness, from 80° to above 100°"",
        ""Substrate Effect"": ""Growth rate and film properties vary with substrate; enhanced growth on soda lime glass, inhibited on ALD-Al2O3 and ALD-Ir""
    }
}"
2397,Ni,Ni(dmamb)2,NH3,,,10.1149/1.3504196,R732802,Atomic Layer Deposition of Ni Thin Films and Application to Area-Selective Deposition,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Ni(dmamb)2, NH3""
        ],
        ""temperature_range"": ""300°C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""Ni"",
        ""thickness_control"": ""Atomic scale thickness controllability"",
        ""uniformity"": ""Good uniformity"",
        ""conformality"": ""Excellent conformality in nanoscale via holes and on Si nanowires"",
        ""film_thickness"": ""20 nm, 30 nm, 50 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Saturated growth rate at 0.64 Å/cycle indicating self-limited surface reactions"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""0.64 Å/cycle""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Low resistivity, ohmic electrical contact properties"",
    ""extra_properties"": {
        ""resistivity"": ""25 µΩ·cm for films, 96 µΩ·cm for lines"",
        ""impurities"": ""Minimal oxygen, negligible nitrogen and carbon"",
        ""substrate_dependency"": ""No dependency on Si or SiO2 substrates"",
        ""chemical_composition_analysis"": ""XPS analysis showed Ni core level peaks at 852.7 and 870 eV"",
        ""crystal_structure"": ""Polycrystalline metallic Ni with face-centered cubic microstructure"",
        ""preferred_orientation"": ""111 on Si substrate, 002 on SiO2 substrate"",
        ""area_selective_deposition"": ""Achieved using OTS SAM, forming well-defined Ni lines""
    }
}"
2406,Cu,Cu(iPr2NHC)(N(SiMe3)2),H2 plasma,,,10.1021/cm400215q,R732805,Deposition of Copper by Plasma-Enhanced Atomic Layer Deposition Using a Novel N-Heterocyclic Carbene Precursor,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Cu(iPr2NHC)(N(SiMe3)2), H2 plasma""
        ],
        ""temperature_range"": ""90 °C - 225 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""Cu"",
        ""thickness_control"": ""Growth rate plateaued at 0.2 Å/cycle after 4 seconds"",
        ""uniformity"": ""High uniformity, smoothness, and thinness"",
        ""conformality"": ""-"",
        ""film_thickness"": ""35 nm (for a 5 s pulse)"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Demonstrated self-limiting behavior indicative of ALD"",
        ""nucleation_behavior"": ""Nucleation of copper nanoparticles observed"",
        ""growth_per_cycle"": ""0.2 Å/cycle""
    },
    ""safety"": ""-"",
    ""stability"": ""Compound 1 showed excellent thermal stability over an extended period of time"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Good resistivity of 11.23 ??·cm for a 35 nm thick film"",
    ""extra_properties"": {
        ""DFT calculations"": ""Showed good dissociative chemisorption to a copper surface"",
        ""EDS analysis"": ""Resulting material was copper metal with minor carbon impurities (<5%)"",
        ""X-ray diffraction"": ""Demonstrated the absence of copper oxide crystalline phases"",
        ""Thermogravimetric analysis (TGA)"": ""Compound 1 had no residual mass, Compound 2 had a residual mass of 7.4%"",
        ""Vapor pressure"": ""Compound 1 had 1 Torr of vapor pressure at 131 °C, Compound 2 at 139 °C""
    }
}"
2430,In2O3:H,InCp,H2O,O2,,10.1021/acsami.5b04420,R732808,Electron Scattering and Doping Mechanisms in Solid-Phase-Crystallized In<sub>2</sub>O<sub>3</sub>:H Prepared by Atomic Layer Deposition,"{
    ""process_parameters"": {
        ""reactants"": [
            ""InCp, H2O, O2""
        ],
        ""temperature_range"": ""100-200 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""In2O3:H"",
        ""thickness_control"": ""Thickness controlled by ALD process and subsequent annealing"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""75 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""-""
    },
    ""safety"": ""-"",
    ""stability"": ""Excellent stability after 1 year of storage at room temperature"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""High electron mobility (>100 cm2/(V s)), high electrical conductivity, and optical transparency"",
    ""extra_properties"": {
        ""carrier_density"": ""1.8 × 10^20 cm^-3"",
        ""carrier_mobility"": ""128 ± 4 cm2/(V s)"",
        ""resistivity"": ""0.26 mΩ cm"",
        ""hydrogen_concentration"": ""4.2 atomic percent"",
        ""crystallization_method"": ""Solid-phase crystallization"",
        ""annealing_time"": ""10 min to 5 h depending on temperature"",
        ""crystallinity_evaluation"": ""XRD and SE modeling"",
        ""electron_scattering_mechanisms"": ""Phonon and ionized impurity scattering"",
        ""dopant_efficiency"": ""<4% of incorporated H is an active dopant""
    }
}"
2430,In2O3:H,InCp,H2O,O2,,10.1063/1.4962008,R732811,On the solid phase crystallization of In2O3:H transparent conductive oxide films prepared by atomic layer deposition,"{
    ""process_parameters"": {
        ""reactants"": [
            ""InCp, H2O, O2""
        ],
        ""temperature_range"": ""100-200 oC"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""In2O3:H"",
        ""thickness_control"": ""75 nm thickness controlled by ALD cycles"",
        ""uniformity"": ""Uniform on planar surfaces and conformal on silicon nanowires"",
        ""conformality"": ""Conformal on non-planar geometries like silicon nanowires"",
        ""film_thickness"": ""75 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""Crystallites protrude up to ~25 nm from the surface"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""Nucleation occurs at the lowest deposition temperature (100 oC) with embedded crystallites"",
        ""growth_per_cycle"": ""Enhanced growth per cycle on crystalline surfaces, up to 33% more""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""High mobility (up to 138 cm2/Vs) and low resistivity (0.27 mΩcm) after annealing"",
    ""extra_properties"": {
        ""activation_energy"": ""1.39 eV for grain growth"",
        ""annealing_effect"": ""Post-deposition annealing at 150-200 oC crucial for crystallization"",
        ""crystallization_model"": ""Proposed model validated by numerical implementation"",
        ""hydrogen_content"": ""4.2 at.% in films deposited at 100 oC"",
        ""crystallite_density"": ""6.3 µm-2"",
        ""grain_size"": ""Up to 400 nm after annealing"",
        ""film_analysis_methods"": ""TEM, SEM, XRD, SE, Hall measurements, RBS, ERD, AFM""
    }
}"
2398,Co3O4,CoCp2,O2 plasma,,,10.1149/1.3552616,R732814,Remote Plasma Atomic Layer Deposition of Co3O4 Thin Films,"{
    ""process_parameters"": {
        ""reactants"": [
            ""CoCp2, O2 plasma""
        ],
        ""temperature_range"": ""100-400°C"",
        ""pressure_range"": ""0.01 mbar during O2 plasma exposure""
    },
    ""film_properties"": {
        ""material"": ""Co3O4"",
        ""thickness_control"": ""In situ spectroscopic ellipsometry (SE) was used for thickness measurements."",
        ""uniformity"": ""-"",
        ""conformality"": ""Excellent conformality even in high aspect ratio structures."",
        ""film_thickness"": ""5-65 nm"",
        ""film_density"": ""5.8-6.4 g/cm³"",
        ""surface_roughness"": ""1 nm"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Precursor dosing and plasma exposure exhibit saturation after 2 s."",
        ""nucleation_behavior"": ""No significant nucleation delay observed."",
        ""growth_per_cycle"": ""0.05 nm/cycle""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""crystallinity"": ""Increasing crystallinity with increasing substrate temperature."",
        ""preferential_orientation"": ""(111) orientation for all temperatures."",
        ""reaction_by-products"": ""CO2 and H2O detected by mass spectrometry."",
        ""electrical_resistivity"": ""0.5-5.3 Ωcm"",
        ""optical_properties"": ""Dielectric function e2 shows sharper and more intense peaks at higher deposition temperatures.""
    }
}"
2463,WS2,WF6,H2 plasma,H2S,,10.1021/acs.chemmater.6b05214,R732817,"Plasma-Enhanced Atomic Layer Deposition of Two-Dimensional WS<sub>2</sub> from WF<sub>6</sub>, H<sub>2</sub> Plasma, and H<sub>2</sub>S","{
    ""process_parameters"": {
        ""reactants"": [
            ""WF6, H2 plasma, H2S""
        ],
        ""temperature_range"": ""250 °C to 450 °C"",
        ""pressure_range"": ""2 Torr""
    },
    ""film_properties"": {
        ""material"": ""WS2"",
        ""thickness_control"": ""Controlled by the number of PEALD reaction cycles; steady Growth-Per-Cycle (GPC) of ~0.017 nm/cycle"",
        ""uniformity"": ""Up to 11% variation over the 300 mm substrate; wafer-to-wafer uniformity is 9%"",
        ""conformality"": ""-"",
        ""film_thickness"": ""3 monolayers (MLs) for the main study; up to 5 MLs for plan-view TEM analysis"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Observed for both WF6 and H2S reactions"",
        ""nucleation_behavior"": ""Initial substrate enhanced growth on Al2O3, then steady growth on WS2"",
        ""growth_per_cycle"": ""Steady GPC of ~0.017 nm/cycle; initial higher GPC of ~0.042 nm/cycle on Al2O3 substrate""
    },
    ""safety"": ""-"",
    ""stability"": ""Minor WO3 formation during air exposure due to S vacancies"",
    ""reproducibility"": ""Repeatable S/W ratio of nearly two for low H2 plasma power (100 W)"",
    ""precursor_consumption"": ""WF6 reaction efficiency: 1.2·10-3 %; H2S reaction efficiency: 2.2·10-6 %"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""substrate"": ""300 mm Si substrates covered with a 30 nm amorphous Al2O3 layer"",
        ""reactor_type"": ""Hot-wall, showerhead-type ASM PECVD reactor with direct (RF) plasma capability"",
        ""plasma_power"": ""Varied between 100 W and 450 W"",
        ""reactor_conditions"": ""Susceptor temperature varied between 250 ºC and 450 ºC; showerhead and reactor walls at 225 °C and 175 °C respectively"",
        ""optical_emission_spectroscopy"": ""Performed to analyze reactive species in the plasma"",
        ""Raman_spectroscopy"": ""Used to evaluate the 2D structure of WS2"",
        ""XPS_analysis"": ""Performed to determine composition and chemical bonds"",
        ""XRD_analysis"": ""Used to determine crystallinity and texture"",
        ""TEM_analysis"": ""Used for cross-sectional and plan-view analysis of crystal domain structure and size"",
        ""RBS_analysis"": ""Used to determine amount and composition of deposited layers"",
        ""spectroscopic_ellipsometry"": ""Used to determine WS2 layer thickness""
    }
}"
234,MnOx,Mn(thd)3,O3,,,10.1021/acs.jpcc.9b03039,R732820,Intercalation of Lithium Ions from Gaseous Precursors into β-MnO<sub>2</sub> Thin Films Deposited by Atomic Layer Deposition,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Mn(thd)3, O3""
        ],
        ""temperature_range"": ""225 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""MnOx"",
        ""thickness_control"": ""Film thickness was controlled by the number of ALD cycles"",
        ""uniformity"": ""Thickness nonuniformity of around 10% on a 150 mm Si wafer"",
        ""conformality"": ""Excellent uniformity and conformality even on demanding, nanostructured surface topologies"",
        ""film_thickness"": ""86-100 nm for MnO2 film, increased by 4-15% during lithium insertion"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""Varied randomly between 3.3 and 5.5 nm"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Reactions occur only between the precursor gas molecules and the surface species formed by the other precursor"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""-""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""Residual stress"": ""560 MPa in the tensile direction for MnO2 film, changed to -2300 MPa after 300 cycles of lithium insertion"",
        ""Phase identification"": ""Phase change from pyrolusite ?-MnO2 to spinel LiMn2O4"",
        ""Electronic structure"": ""Reduction of manganese occurs as soon as lithium is inserted"",
        ""Local structure"": ""Mn?O, Mn?Mn1, and Mn?Mn2 bonds detected in Mn K-edge EXAFS"",
        ""Annealing effect"": ""Annealing at 600 °C for 10 min improved the match with stoichiometric LiMn2O4""
    }
}"
2464,LiMnxOy, Mn(thd)3,O3, LiOtBu,H2O,10.1021/acs.jpcc.9b03039,R732820,Intercalation of Lithium Ions from Gaseous Precursors into β-MnO<sub>2</sub> Thin Films Deposited by Atomic Layer Deposition,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Mn(thd)3, O3, LiOtBu, H2O""
        ],
        ""temperature_range"": ""225 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""LiMnxOy"",
        ""thickness_control"": ""Controlled by the number of LiOtBu-H2O cycles"",
        ""uniformity"": ""Thickness nonuniformity of around 10% on a 150 mm Si wafer"",
        ""conformality"": ""-"",
        ""film_thickness"": ""86-100 nm before lithium insertion, increased by 4-15% after lithium insertion"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""Varied randomly between 3.3 and 5.5 nm"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Reactions occur only between the precursor gas molecules and the surface species formed by the other precursor"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""-""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""Residual stress"": ""560 MPa in the tensile direction for MnO2 film, changed to -2300 MPa after 300 cycles of lithium insertion"",
        ""Phase change"": ""From pyrolusite β-MnO2 to spinel LiMn2O4"",
        ""Compositional analysis"": ""MnO2 film had Mn/O stoichiometry of 33:66, lithium concentration increased with the number of LiOtBu-H2O cycles"",
        ""Crystalline phases"": ""Mixture of β-MnO2 and spinel Li1-xMn2O4 for x < 0.5, pure LiMn2O4 for x ≥ 0.5"",
        ""Electronic structure"": ""Reduction of manganese observed with increasing lithium concentration"",
        ""Local structure"": ""Mn-O, Mn-Mn1, and Mn-Mn2 bonds detected in Mn K-edge EXAFS"",
        ""Annealing effect"": ""Annealing at 600 °C for 10 min improved phase matching with stoichiometric LiMn2O4""
    }
}"
2468,Nb2O5,Nb(NtBu)(NEt2)3,O2 plasma,,,10.1116/1.5034097,R732823,Comparison of thermal and plasma-enhanced atomic layer deposition of niobium oxide thin films,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Nb(NtBu)(NEt2)3, O2 plasma""
        ],
        ""temperature_range"": ""150-350°C"",
        ""pressure_range"": ""80 mTorr for precursor dose, 10 mTorr for O2 plasma in PE-ALD; 80 mTorr for H2O in thermal ALD""
    },
    ""film_properties"": {
        ""material"": ""Nb2O5"",
        ""thickness_control"": ""In situ SE used to monitor film growth; linear growth behavior observed without nucleation delay"",
        ""uniformity"": ""Nonuniformity of 3.3% for thermal ALD and 4.4% for PE-ALD over a 200 mm Si wafer"",
        ""conformality"": ""-"",
        ""film_thickness"": ""30 nm target thickness"",
        ""film_density"": ""4.35 g/cm3 at 200°C and 4.98 g/cm3 at 350°C for thermal ALD; 4.11 g/cm3 at 200°C and 4.10 g/cm3 at 350°C for PE-ALD"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""2.35-2.46 for thermal ALD; 2.36 for PE-ALD""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Confirmed for both thermal ALD and PE-ALD at 200°C"",
        ""nucleation_behavior"": ""No nucleation delay observed"",
        ""growth_per_cycle"": ""0.38 Å at 200°C for thermal ALD; 0.56 Å at 200°C for PE-ALD""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""film_composition"": ""Substoichiometric for thermal ALD (O/Nb ratio < 2.5); near stoichiometric for PE-ALD (O/Nb ratio ~2.5)"",
        ""hydrogen_content"": ""Around 3 at. % for both processes, decreasing with temperature"",
        ""XPS_analysis"": ""Nb5+ oxidation state confirmed; Nb4+ state observed in thermal ALD films at higher temperatures"",
        ""valence_band_spectra"": ""Trap states observed in thermal ALD films, indicating oxygen vacancies""
    }
}"
